,airport_ref,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,wikipedia_link,small_airport,medium_airport,large_airport,frequency_mhz
33702,19996,KGYH,small_airport,Donaldson Field Airport,34.758301,-82.376404,955,NA,US,US-SC,Greenville,no,KGYH,GDC,https://en.wikipedia.org/wiki/Donaldson_Center_Airport,1,0,0,"[118.8, 127.325, 121.4, 121.4, 133.325, 133.325]"
33703,19997,KGYI,small_airport,North Texas Regional Airport/Perrin Field,33.714099884,-96.6736984253,749,NA,US,US-TX,Sherman/Denison,no,KGYI,PNX,https://en.wikipedia.org/wiki/North_Texas_Regional_Airport,1,0,0,"[124.75, 118.775, 122.3, 122.7]"
33704,19998,KGYL,small_airport,Glencoe Municipal Airport,44.7560005188,-94.081199646,992,NA,US,US-MN,Glencoe,no,KGYL,,,1,0,0,"[125.0, 40.7, 122.8]"
33705,19999,KGYR,small_airport,Phoenix Goodyear Airport,33.4225006104,-112.375999451,968,NA,US,US-AZ,Goodyear,no,KGYR,GYR,https://en.wikipedia.org/wiki/Phoenix_Goodyear_Airport,1,0,0,"[118.35, 120.1, 121.7, 122.6, 120.1, 122.95]"
33708,20001,KGZH,small_airport,Evergreen Regional Airport/Middleton Field,31.4158,-87.043999,259,NA,US,US-AL,Evergreen,no,KGZH,,https://en.wikipedia.org/wiki/Middleton_Field,1,0,0,"[133.425, 120.2, 122.7]"
33710,20002,KGZS,small_airport,Abernathy Field,35.1537017822,-87.0568008423,685,NA,US,US-TN,Pulaski,no,KGZS,,,1,0,0,"[118.275, 125.85, 122.8]"
33714,20003,KH04,small_airport,Vinita Municipal Airport,36.6329994202,-95.1513977051,696,NA,US,US-OK,Vinita,no,KH04,,,1,0,0,[122.9]
33715,20004,KH05,small_airport,Wilburton Municipal Airport,34.9199981689,-95.3939971924,670,NA,US,US-OK,Wilburton,no,KH05,,,1,0,0,[122.9]
33716,20005,KH17,small_airport,Buffalo Municipal Airport,37.6542015076,-93.0876998901,1154,NA,US,US-MO,Buffalo,no,KH17,,,1,0,0,[122.9]
33717,20006,KH19,small_airport,Bowling Green Municipal Airport,39.3698997498,-91.2192993164,886,NA,US,US-MO,Bowling Green,no,KH19,,,1,0,0,"[135.525, 122.8]"
33718,20007,KH21,small_airport,Camdenton Memorial Airport,37.974024,-92.691254,1062,NA,US,US-MO,Camdenton,no,KOZS,,https://en.wikipedia.org/wiki/Camdenton_Memorial_Airport,1,0,0,"[124.1, 122.8]"
33719,20009,KH34,small_airport,Huntsville Municipal Airport,36.0782012939,-93.7547988892,1749,NA,US,US-AR,Huntsville,no,KH34,,,1,0,0,"[128.15, 122.8]"
33720,20010,KH35,small_airport,Clarksville Municipal Airport,35.4706993103,-93.4272003174,481,NA,US,US-AR,Clarksville,no,KH35,,,1,0,0,"[128.475, 122.8]"
33721,20011,KH37,small_airport,Herlong Airport,40.1388015747,-120.1790008545,4055,NA,US,US-CA,Herlong,no,H37,,,1,0,0,[122.9]
33722,20012,KH58,small_airport,Owen Field,37.1847000122,-92.7376022339,1600,NA,US,US-MO,Seymour,no,KH58,,,1,0,0,[122.9]
33723,20013,KH68,small_airport,Hefner Easley Airport,35.962600708,-95.3419036865,609,NA,US,US-OK,Wagoner,no,KH68,,,1,0,0,"[119.1, 122.9]"
33724,20014,KH70,small_airport,Stratford Field,36.3456001282,-102.0490036011,3668,NA,US,US-TX,Stratford,no,KH70,,,1,0,0,"[122.9, 122.2]"
33725,20015,KH71,small_airport,Mid America Industrial Airport,36.2253990173,-95.3301010132,622,NA,US,US-OK,Pryor,no,KH71,,,1,0,0,"[119.1, 122.8]"
33726,20016,KH76,small_airport,Pawhuska Municipal Airport,36.6716995239,-96.4056015015,1000,NA,US,US-OK,Pawhuska,no,KH76,,,1,0,0,[122.9]
33727,20017,KH79,small_airport,Eldon Model Airpark,38.3605995178,-92.5716018677,909,NA,US,US-MO,Eldon,no,KH79,,,1,0,0,[122.8]
